,Dem: % <18,Dem: Pop,Div: % NH White,Div: % Black,Div: % Latino,Div: % Born in US,Ed: % Less than HS,Ed: % w/ Grad,Comp: % Married,Comp: % Fam HHs,Hsg: % Paying >20% Income on Housing,Hsg: % Paying >30% Income on Housing,Hsg: % Paying >40% Income on Housing,Hsg: Median House Costs,Inc: Income >40K,Inc: Income >60K,Inc: Income >100K,Inc: PC Income,Inc: Gini Index,Mob: % Same House (1y),Mob: % From Out of State (1y),Occ: % in Labor Force,Occ: % in mgmt/bus/science/arts,Occ: % in serv/construct/prod,Trns: % w/ 3+ Vehicles,Trns: % Walk/Bike to Work,Trns: % Public Trans to Work,Hsg: % Owner Occupied,Hsg: % Renter Occupied,Unt: % w/ 1,Unt: % w/ 5+,Unt: % w/ 50+,Unt: % w/ 3+bdrm,Unt: % w/ 1bdrm,Y: % built pre-1970,Y: % built pre-1940,Y: median yr built,com_permit_per_cap,res_permit_per_cap,assault_crime_per_cap,criminal_activity_crime_per_cap,identity_theft_crime_per_cap,narcotics_crime_per_cap,public_intoxication_crime_per_cap,runaway_child_crime_per_cap,theft_crime_per_cap,warrent_arrest_crime_per_cap,Dem: Pop Density
0,0.2564911429264742,8242,0.8229798592574618,0.025721912157243388,0.9496481436544528,0.8639893229798593,0.0,0.352321498244245,0.6318353236957888,0.6515341264871635,0.706959706959707,0.31684981684981683,0.10897435897435898,2217.0,0.8656856606136506,0.7507827175954915,0.6045710707576706,66307.0,0.4605,0.7921168958742633,0.03315324165029469,0.7342724507763727,1.4867694847062465,1.0109695500421245,0.3318014705882353,0.003446691176470588,0.002297794117647059,0.6581089542892924,0.34189104571070755,0.6418449569324812,0.29480411225340375,0.08585718255070852,0.6535148652403445,0.14976382328424562,0.017782717421505972,0.0,1998,0.020868721184178596,0.06418345061878185,0.0010919679689395778,0.004489201650084931,0.000485319097306479,0.0003639893229798593,0.0007279786459597186,0.0,0.0048531909730647905,0.00012132977432661975,446.27197492788815
1,0.32400477275192535,9219,0.8899012908124525,0.00292873413602343,0.8874064432150992,0.8920707235058032,0.02657463330457291,0.3442622950819672,0.651270207852194,0.798123584600453,0.5273311897106109,0.2797427652733119,0.15112540192926044,2312.0,0.8146230993206082,0.7408605629246199,0.6156583629893239,55940.0,0.4796,0.8310567151131024,0.0213091465413616,0.6615291628890904,1.4262486464537087,1.7845154304277207,0.3600944510035419,0.0059031877213695395,0.0,0.8993853121967001,0.10061468780329991,0.8719822109275731,0.0054002541296060995,0.0,0.9056543837357052,0.0403430749682338,0.10069885641677255,0.006670902160101652,1992,0.0015186028853454822,0.025816249050873197,0.0,0.0005423581733376722,0.0,0.0,0.0,0.0,0.00010847163466753444,0.0,570.4538826434317
2,0.10546606085639543,14526,0.829133966680435,0.01734820322180917,0.8703015282940934,0.8901968883381522,0.028423772609819122,0.2978317043028873,0.2352046249809828,0.2549120992761117,0.7695059625212948,0.559114139693356,0.3735945485519591,992.0,0.469364012409514,0.327688728024819,0.15990175801447776,30867.0,0.5207,0.5846774193548387,0.092880978865406,0.7695595756049156,1.3346751388935094,1.9606440666688845,0.1715905374468549,0.1251226158038147,0.13798365122615805,0.24120992761116855,0.7587900723888314,0.41646489104116224,0.5016949152542373,0.16719128329297822,0.20532687651331719,0.37590799031476996,0.5032687651331719,0.13341404358353512,1970,0.02264904309513975,0.0540410298774611,0.0640919730139061,0.03325072284180091,0.0010326311441553077,0.008261049153242462,0.009018311992289687,0.0025471568222497592,0.05679471292854193,0.014319151865620267,4151.78500214079
3,0.011211644374508261,5084,0.8058615263571991,0.07808811959087333,0.8804091266719118,0.8825727773406766,0.055939062128064744,0.31801951916210425,0.25321973449574003,0.18734413965087282,0.6841872791519434,0.46775618374558303,0.3409893992932862,1537.0,0.635286783042394,0.5249376558603491,0.3513092269326683,69865.0,0.5747,0.5934044233807267,0.12677725118483413,0.714200477326969,1.1941211357402328,2.3318259322410855,0.04467465199093558,0.19771039603960397,0.03372524752475248,0.2942643391521197,0.7057356608478803,0.08130662851692895,0.8843586075345732,0.7238912732474965,0.05793991416309013,0.4630424415832141,0.32093466857415354,0.06509298998569385,2000,0.26986624704956724,0.010818253343823761,0.10287175452399686,0.14398111723052714,0.007867820613690008,0.07848151062155782,0.31136900078678204,0.0007867820613690008,0.252360346184107,0.1414240755310779,2214.972616268276
4,0.2332750873689466,16024,0.8582126809785322,0.00717673489765352,0.8175237144283575,0.8576510234648028,0.05969881678020796,0.24686267479383292,0.526243199754808,0.5281040268456376,0.6621504756413952,0.4174113577399827,0.16950129720380513,1336.0,0.7459451901565995,0.5816554809843401,0.38870246085011184,57616.0,0.5418,0.7664621418179518,0.04529065722057056,0.6699530516431925,1.304809481433541,1.217539034058733,0.16129032258064516,0.01179866951173591,0.003263461779841848,0.5149608501118568,0.4850391498881432,0.509404182559516,0.40431408654478496,0.09614625805603051,0.5221623043535446,0.1995265026963041,0.04169406813100092,0.0019729054320662895,1996,0.02627309036445332,0.03457314028956565,0.0018721917124313529,0.011357963055416875,0.0004992511233150275,0.0009360958562156764,0.0029331003494757865,0.0013729405891163256,0.011357963055416875,0.001747378931602596,631.3856463392455
5,0.2048017460894871,16494,0.7057111676973445,0.13289681096156178,0.4214866011883109,0.6297441493876561,0.3659870250231696,0.08146431881371641,0.371793918667757,0.48654836863194045,0.7743948562783661,0.5183434190620272,0.22465960665658094,762.0,0.4119919862621637,0.23797939324556383,0.06239267315397825,18983.0,0.4248,0.6830111776693633,0.04100537269190391,0.7753247728467373,1.6992810959895104,2.3831894018176065,0.1942716155331474,0.03366570172617133,0.08813123190736571,0.24327418431597023,0.7567258156840297,0.3293761050770397,0.5472341500378883,0.16317251831270524,0.23654963374589544,0.34528921444809296,0.40742611770649156,0.009219499873705482,1973,0.013156299260337092,0.0177640354068146,0.018067175942767067,0.05292833757730084,0.0018188432157148053,0.011155571723050806,0.009518612828907482,0.003819570753001091,0.060688735297684,0.01467200194009943,3917.7244004943145
6,0.23388484751130184,43577,0.4897537691901691,0.13029809303072723,0.5423962181884939,0.669917617091585,0.20971839163884454,0.09772826244737988,0.4073032078426823,0.5763188073394495,0.7226391752577319,0.4903917525773196,0.24808247422680413,911.0,0.5197247706422018,0.343348623853211,0.12924311926605506,22246.0,0.4182,0.6847139716544273,0.042307872211048224,0.7823211241107649,1.768244122827169,2.3186308293131175,0.19551569506726457,0.026077678190354246,0.052923602219376864,0.3047591743119266,0.6952408256880734,0.3606574164149301,0.46863959858686194,0.07004249654395577,0.3431467922789412,0.3279401976345297,0.09082996262352158,0.0029696380113665454,1983,0.020240034880785737,0.014342428345227988,0.013424512931133396,0.04038827822016201,0.0023177364205888428,0.004819055923996604,0.007595750051632742,0.004520733414415862,0.04568923973655828,0.007366271198109094,3351.792123878459
7,0.030567237665401578,29247,0.7481793004410708,0.03337094402844736,0.8520873935788286,0.8899374294799467,0.05119395292904999,0.31472255626181067,0.0625914315569488,0.13640167364016736,0.7869836695485111,0.7060518731988472,0.5975024015369836,1049.0,0.22060669456066945,0.1389121338912134,0.07154811715481171,10843.0,0.6555,0.3302591881513988,0.08567608337904553,0.45059426300930605,2.174441039609579,3.0616275110657134,0.24100520314402746,0.31449221645663455,0.06829132690882135,0.12887029288702928,0.8711297071129707,0.19405364847120615,0.7447945976364659,0.27837178765709997,0.18964546989307823,0.37385105983867944,0.3749765522416057,0.14706434064903395,1977,0.023694737921838138,0.014326255684343694,0.004889390364823743,0.017129962047389476,0.0006838308202550689,0.003145621773173317,0.006530584333435908,0.00010257462303826033,0.022874140937532053,0.0057783704311553325,10919.202498500204
8,0.18255258361657062,40602,0.7695926309048815,0.031697945913994385,0.8820747746416433,0.8612137333136298,0.033814759918651544,0.27055254903312537,0.4792248603351955,0.4789078156312625,0.6561978877153974,0.3997591254400593,0.17833981841763943,1084.0,0.7035070140280562,0.5432364729458918,0.325751503006012,45221.0,0.4541,0.7602731191906102,0.039223504198958356,0.7557488207547169,1.3304941886256765,1.7451867624878006,0.15671799198481334,0.022259696458684655,0.031323777403035415,0.45921843687374747,0.5407815631262525,0.4679416156847632,0.452478443084927,0.07432920660918156,0.4385567705573486,0.28951298232092104,0.05337444000192688,0.003372031408063972,1985,0.020861041328013398,0.03879119255209103,0.003571252647652825,0.015467218363627407,0.0011083197872026008,0.0011329491158071031,0.003201812718585291,0.00046795724348554257,0.02834835722378208,0.0024629328604502242,2558.084598994023
9,0.1986457097667062,20232,0.6409153815737446,0.14847765915381575,0.7248912613681296,0.8366943455911428,0.07902170680939637,0.12667261373773417,0.39928762243989313,0.4671847107004095,0.7358549062160905,0.4802356223841265,0.19547356998914897,975.0,0.5912002520214218,0.37015646329938046,0.16549406699569463,28827.0,0.3958,0.6339563862928349,0.06928951864134258,0.797509474824039,1.3975740835259856,2.170114390368391,0.14099604221635884,0.015006596306068602,0.009729551451187335,0.3225874199306941,0.6774125800693059,0.3373772385904102,0.5957057577508184,0.08925476603119584,0.3705950317735413,0.35759676487579434,0.016271904486809166,0.0,1993,0.0018287860814551206,0.0028173190984578885,0.00024713325425069197,0.00034598655595096875,0.0,0.0,0.0006919731119019375,0.0,0.0004942665085013839,0.0005931198102016608,1941.1938690005236
